StartNode,Relationship,EndNode,Id
riceroberto,GETS,476e#riceroberto,15466
montoyajuan,GOES_TO,2076,15467
yyates,GETS,362e#yyates,15468
1458,GIVES,1458e#reginawilkins,15469
mcochran,GETS,696e#mcochran,15470
michaelmccarty,GOES_TO,2622,15471
311,GIVES,311e#smithjames,15472
austin86,PRESENTS,1435,15473
1269,GIVES,1269e#burchdonald,15474
cassandramonroe,GOES_TO,1033,15475
lisa51,FOLLOWS,curtisjustin,15476
suarezmary,GETS,2013e#suarezmary,15477
kirbymegan,GOES_TO,324,15478
2624,GIVES,2624e#luispena,15479
cynthiawashington,GOES_TO,472,15480
90,GIVES,90e#williamsrobert,15481
hillmichael,GETS,2973e#hillmichael,15482
austin42,FOLLOWS,margaret15,15483
406,GIVES,406e#ramirezjohn,15484
rrichardson,GETS,2839e#rrichardson,15485
johnsonrobert,GOES_TO,2371,15486
rsullivan,GETS,773e#rsullivan,15487
vwilson,GOES_TO,1868,15488
hendersonpaul,GETS,1351e#hendersonpaul,15489
elizabeth08,GETS,327e#elizabeth08,15490
2994,GIVES,2994e#jennifer79,15491
xarroyo,GOES_TO,475,15492
angelicaobrien,GETS,1332e#angelicaobrien,15493
gallaghermathew,FOLLOWS,elliottjenny,15494
1108,GIVES,1108e#zmcintyre,15495
monicablackburn,GETS,1604e#monicablackburn,15496
kara69,FOLLOWS,melissa43,15497
manncalvin,FOLLOWS,eric67,15498
state,FOLLOWS,kcollier,15499
kristen19,GOES_TO,1624,15500
2552,GIVES,2552e#dbrown,15501
michelle39,FOLLOWS,irubio,15502
tjohnson,GOES_TO,681,15503
jrojas,FOLLOWS,jjordan,15504
jennifermartin,GETS,1508e#jennifermartin,15505
ritacrane,FOLLOWS,yevans,15506
brownkenneth,GETS,2540e#brownkenneth,15507
robertjones,GETS,2849e#robertjones,15508
gregorylin,GETS,2908e#gregorylin,15509
120,GIVES,120e#lalvarado,15510
autumn49,GETS,1539e#autumn49,15511
derekponce,GETS,161e#derekponce,15512
john23,GOES_TO,1611,15513
1328,GIVES,1328e#roseronald,15514
jamesmiller,FOLLOWS,boylechristopher,15515
2470q2,ASKED_IN,2470,15516
oshaw,FOLLOWS,webersean,15517
2436,GIVES,2436e#yterry,15518
296,GIVES,296e#carolyn54,15519
2586,GIVES,2586e#brandon72,15520
bellcurtis,GETS,930e#bellcurtis,15521
johnsongail,GETS,2526e#johnsongail,15522
2509,GIVES,2509e#vpena,15523
xsullivan,GOES_TO,1663,15524
461,GIVES,461e#loriwhite,15525
williamswilliam,FOLLOWS,katiedurham,15526
shannonsalazar,FOLLOWS,erin23,15527
brandondawson,GETS,270e#brandondawson,15528
angelabyrd,GETS,418e#angelabyrd,15529
melindaadams,GOES_TO,1789,15530
2362,GIVES,2362e#amiller,15531
lawrencedevon,GOES_TO,1200,15532
reynoldseric,GETS,1489e#reynoldseric,15533
briangonzales,GETS,529e#briangonzales,15534
edwardramirez,GOES_TO,666,15535
denisedecker,FOLLOWS,nathanroberts,15536
christophercain,FOLLOWS,meyerjohn,15537
pwang,GOES_TO,2620,15538
michelle60,FOLLOWS,owensloretta,15539
john94,GOES_TO,2699,15540
james38,GOES_TO,1084,15541
turnerfelicia,FOLLOWS,wsmith,15542
charlespetty,GETS,392e#charlespetty,15543
772,GIVES,772e#smithwalter,15544
josephjackson,GETS,1725e#josephjackson,15545
james10,PRESENTS,1419,15546
smithsandra,GOES_TO,860,15547
kjones,GETS,231e#kjones,15548
fuentesjeffrey,GOES_TO,2544,15549
wwilliams,FOLLOWS,vhess,15550
rhonda86,PRESENTS,1688,15551
walkercharles,GOES_TO,2538,15552
roberthicks,FOLLOWS,ingramnicole,15553
parkerjonathan,GETS,117e#parkerjonathan,15554
jennifergriffin,GOES_TO,1782,15555
1679,GIVES,1679e#sarahboone,15556
leemelissa,GOES_TO,2992,15557
amberschmidt,GOES_TO,1423,15558
mmedina,GETS,930e#mmedina,15559
cwebster,FOLLOWS,schaeferhaley,15560
1316,GIVES,1316e#shortsteven,15561
usmith,GETS,2545e#usmith,15562
jhall,GOES_TO,501,15563
2141,IN_TYPE,Talk,15564
alex63,FOLLOWS,ashleyjohnson,15565
anthony12,GOES_TO,1329,15566
angelamiller,GETS,2967e#angelamiller,15567
michelle09,GOES_TO,2182,15568
stoneshannon,GETS,2096e#stoneshannon,15569
2182,GIVES,2182e#michelle09,15570
599,GIVES,599e#lynnpena,15571
william12,GETS,2322e#william12,15572
francojose,GOES_TO,1027,15573
lesterdavid,GOES_TO,1871,15574
qcoleman,GETS,2667e#qcoleman,15575
martinezdonna,GOES_TO,2780,15576
breannagraham,GETS,719e#breannagraham,15577
jacob65,FOLLOWS,ashleyjohnson,15578
147,GIVES,147e#sbriggs,15579
446q2,ASKED_IN,446,15580
2347,GIVES,2347e#john58,15581
floresmorgan,GOES_TO,850,15582
pbrown,GOES_TO,1339,15583
632,GIVES,632e#patrickmcmahon,15584
fieldshannah,GOES_TO,2125,15585
shirley20,GOES_TO,1293,15586
mckinneystacey,FOLLOWS,vperry,15587
utaylor,FOLLOWS,robert02,15588
fhanson,GETS,1057e#fhanson,15589
danielreyes,GOES_TO,301,15590
christopher14,FOLLOWS,coopercheryl,15591
1154,GIVES,1154e#brittanybarrett,15592
1510,GIVES,1510e#justinroberts,15593
mchavez,FOLLOWS,vhines,15594
2138,GIVES,2138e#thomassharon,15595
jeff87,GOES_TO,1560,15596
kristinaduncan,GETS,644e#kristinaduncan,15597
lisa15,FOLLOWS,johnstonpeter,15598
joseph29,GETS,1489e#joseph29,15599
brenda15,GETS,94e#brenda15,15600
denisegonzalez,GOES_TO,2074,15601
pamelaphillips,PRESENTS,224,15602
1701,GIVES,1701e#melanie13,15603
259q2,ASKED_IN,259,15604
oyoung,GETS,136e#oyoung,15605
yyates,GETS,1911e#yyates,15606
dwhite,FOLLOWS,mitchelljimmy,15607
1678,GIVES,1678e#jamesyang,15608
1159,GIVES,1159e#englishanna,15609
davidmartin,PRESENTS,1651,15610
2059,GIVES,2059e#jwilliams,15611
christinecook,GETS,2472e#christinecook,15612
jonesmichael,GOES_TO,2352,15613
cookemichele,GOES_TO,1846,15614
bradleylisa,GOES_TO,315,15615
welchjames,GOES_TO,1790,15616
ianderson,FOLLOWS,brownzachary,15617
hooverjonathan,GETS,1955e#hooverjonathan,15618
brittanybryan,GOES_TO,849,15619
sandersamber,GETS,907e#sandersamber,15620
chapmanpatricia,FOLLOWS,davidbullock,15621
whitegloria,GETS,150e#whitegloria,15622
bwilliams,PRESENTS,1360,15623
2626,GIVES,2626e#andrea15,15624
827,GIVES,827e#robert27,15625
1666,GIVES,1666e#vdavies,15626
479,GIVES,479e#davidwilliams,15627
jameslutz,GOES_TO,2735,15628
howardluke,FOLLOWS,larsonandrea,15629
mullenrichard,GOES_TO,1232,15630
1836,GIVES,1836e#lori83,15631
tylerjackson,GOES_TO,2717,15632
1372,GIVES,1372e#stephanie67,15633
alishapatton,FOLLOWS,eterrell,15634
michael20,GOES_TO,247,15635
choialec,GOES_TO,507,15636
scottclark,FOLLOWS,mark90,15637
gloria81,GOES_TO,2758,15638
sotowendy,FOLLOWS,heidirodriguez,15639
rachel44,GETS,2456e#rachel44,15640
christopher23,GETS,794e#christopher23,15641
1141,IN_TYPE,Workshop,15642
2641,IN_TYPE,Masterclass,15643
738,GIVES,738e#crobbins,15644
ngreen,FOLLOWS,crystalgonzalez,15645
cassandrapatterson,GOES_TO,58,15646
rogerbrown,GOES_TO,178,15647
1738,GIVES,1738e#bestcourtney,15648
1941,GIVES,1941e#johnsonjasmine,15649
510,GIVES,510e#pamelacampbell,15650
wallacetiffany,GOES_TO,1996,15651
donaldsoto,GETS,198e#donaldsoto,15652
rodriguezkelly,GETS,2696e#rodriguezkelly,15653
michael65,GOES_TO,1215,15654
patrickperez,PRESENTS,2370,15655
stonerichard,PRESENTS,529,15656
samantha07,FOLLOWS,vazquezjoshua,15657
tylerjackson,GETS,365e#tylerjackson,15658
jonesryan,GOES_TO,779,15659
josephkyle,GETS,762e#josephkyle,15660
emilymoreno,GETS,2408e#emilymoreno,15661
stephen27,FOLLOWS,goodwinemily,15662
osmith,GETS,2803e#osmith,15663
osmith,GOES_TO,1352,15664
snyderoscar,GOES_TO,1967,15665
2128,GIVES,2128e#margaretmason,15666
nicole52,GOES_TO,2278,15667
tmccall,FOLLOWS,donaldarias,15668
hannahweaver,GOES_TO,2411,15669
cdavenport,PRESENTS,151,15670
lryan,GOES_TO,2597,15671
1666,GIVES,1666e#hwilliams,15672
garciasarah,GOES_TO,904,15673
nparks,GETS,2319e#nparks,15674
bonnie17,FOLLOWS,nlee,15675
jamesfox,GETS,2819e#jamesfox,15676
amandajackson,GETS,372e#amandajackson,15677
fishermeagan,GOES_TO,2925,15678
1053,GIVES,1053e#tracygibbs,15679
david43,GOES_TO,540,15680
2267,GIVES,2267e#shannondennis,15681
browngrace,GOES_TO,2390,15682
1877q2,ASKED_IN,1877,15683
jesse96,GOES_TO,1456,15684
184,GIVES,184e#garciaaudrey,15685
michelle15,GOES_TO,112,15686
agreen,GOES_TO,2698,15687
edwarddickerson,GETS,2787e#edwarddickerson,15688
brandon98,GETS,1764e#brandon98,15689
stoutjennifer,GOES_TO,2383,15690
kramersabrina,GETS,2840e#kramersabrina,15691
johnsonjoseph,GETS,2675e#johnsonjoseph,15692
whiterobert,GETS,2662e#whiterobert,15693
vincent87,FOLLOWS,derekmitchell,15694
william59,PRESENTS,1181,15695
youngmelissa,FOLLOWS,mariomccarty,15696
mitchelltiffany,GOES_TO,2657,15697
reesematthew,GOES_TO,18,15698
osborneemily,GETS,1071e#osborneemily,15699
kshaw,GOES_TO,2623,15700
medinachristy,GETS,2665e#medinachristy,15701
305,GIVES,305e#shorttravis,15702
2409,GIVES,2409e#areed,15703
chad52,GETS,2817e#chad52,15704
2391,GIVES,2391e#tonya43,15705
1868,GIVES,1868e#joseph22,15706
colefrye,GOES_TO,1215,15707
2408,GIVES,2408e#jonesvirginia,15708
shannon79,GOES_TO,2922,15709
1687,GIVES,1687e#jaimebeard,15710
graycassandra,FOLLOWS,patrickgarcia,15711
2488,GIVES,2488e#zhughes,15712
ghunter,GOES_TO,1202,15713
johnsonrobert,GETS,459e#johnsonrobert,15714
696,GIVES,696e#lindsaysanders,15715
woliver,GETS,344e#woliver,15716
josesuarez,GETS,2561e#josesuarez,15717
uthomas,GETS,544e#uthomas,15718
1099,GIVES,1099e#lopezedward,15719
2951,GIVES,2951e#troy71,15720
lpatterson,FOLLOWS,baileyelizabeth,15721
monica48,GETS,739e#monica48,15722
1228,GIVES,1228e#jgonzales,15723
ronald69,GETS,2648e#ronald69,15724
494,GIVES,494e#vdillon,15725
gregorylin,GOES_TO,2916,15726
shortkathy,GOES_TO,2804,15727
georgefoster,FOLLOWS,natalievega,15728
778,GIVES,778e#kmoody,15729
nathanmullins,FOLLOWS,jacob66,15730
1597,GIVES,1597e#zmoore,15731
robert73,PRESENTS,421,15732
omarwood,GETS,958e#omarwood,15733
gravesryan,FOLLOWS,kaguilar,15734
jeremy29,FOLLOWS,swhite,15735
61,GIVES,61e#ogomez,15736
771,GIVES,771e#qjones,15737
stevensdeborah,GETS,232e#stevensdeborah,15738
wlarson,GETS,41e#wlarson,15739
850,GIVES,850e#richardsonoscar,15740
1724,GIVES,1724e#millerjeff,15741
1790,GIVES,1790e#david44,15742
christopheralvarado,GETS,6e#christopheralvarado,15743
browncynthia,GOES_TO,2074,15744
lisa94,GOES_TO,885,15745
hward,GOES_TO,2750,15746
hawkinsamy,GETS,202e#hawkinsamy,15747
youngkurt,GOES_TO,165,15748
lryan,GETS,890e#lryan,15749
smarshall,GETS,1778e#smarshall,15750
253,GIVES,253e#jennifersmith,15751
1446q4,ASKED_IN,1446,15752
marycain,GOES_TO,1020,15753
228,GIVES,228e#xjones,15754
2723,GIVES,2723e#brandon72,15755
2420,GIVES,2420e#william52,15756
margaret22,GETS,1959e#margaret22,15757
xbailey,GOES_TO,375,15758
guerrerodanielle,PRESENTS,1474,15759
matthewsdawn,GETS,2029e#matthewsdawn,15760
amandapotter,GOES_TO,830,15761
fisheramber,GETS,2809e#fisheramber,15762
227,GIVES,227e#hallen,15763
laurarodriguez,GOES_TO,1884,15764
deborah76,GETS,2334e#deborah76,15765
aguilarlori,GETS,2129e#aguilarlori,15766
michael06,GOES_TO,1643,15767
hsmith,GOES_TO,910,15768
danielcisneros,GETS,396e#danielcisneros,15769
greg61,PRESENTS,555,15770
bharrington,GOES_TO,2705,15771
samanthaflores,GETS,371e#samanthaflores,15772
xhale,PRESENTS,1131,15773
martindanielle,GETS,89e#martindanielle,15774
kara12,GETS,2281e#kara12,15775
1850q3,ASKED_IN,1850,15776
veronica19,GETS,2441e#veronica19,15777
carlosjames,GETS,961e#carlosjames,15778
walkereric,GOES_TO,2454,15779
ndiaz,GOES_TO,1537,15780
zacharyrice,GETS,448e#zacharyrice,15781
1716,GIVES,1716e#kevin86,15782
jacob37,GOES_TO,2393,15783
larry96,GOES_TO,1621,15784
ellismichael,GETS,2699e#ellismichael,15785
sara51,FOLLOWS,murphyjared,15786
christinereeves,GETS,2371e#christinereeves,15787
1142,GIVES,1142e#hollandkaren,15788
jenniferpayne,GOES_TO,914,15789
jsteele,GETS,2776e#jsteele,15790
samanthastephens,GOES_TO,881,15791
495,GIVES,495e#amanda39,15792
elizabethwhite,GETS,500e#elizabethwhite,15793
alexander18,FOLLOWS,wendy37,15794
wsmith,GETS,2095e#wsmith,15795
2620,GIVES,2620e#parrishsherry,15796
john92,GOES_TO,1299,15797
706,GIVES,706e#shirley20,15798
cunninghamfrank,GOES_TO,1136,15799
2165,GIVES,2165e#adam88,15800
skinnerluke,GETS,987e#skinnerluke,15801
2925,GIVES,2925e#lgreen,15802
katrina55,GETS,526e#katrina55,15803
vcurry,GOES_TO,2225,15804
ograves,GOES_TO,1771,15805
cameron34,GETS,1815e#cameron34,15806
derrickgreene,GETS,2025e#derrickgreene,15807
jennifermiller,PRESENTS,907,15808
colinnguyen,GOES_TO,1805,15809
holmesadam,GOES_TO,1499,15810
watkinsrachel,GOES_TO,2902,15811
1138,GIVES,1138e#hicksdenise,15812
jessica28,FOLLOWS,rmccarthy,15813
keith81,GOES_TO,67,15814
russelljudy,GETS,1290e#russelljudy,15815
nicholasdominguez,GETS,1968e#nicholasdominguez,15816
samanthathomas,GOES_TO,1974,15817
kkeller,GOES_TO,880,15818
jacob81,FOLLOWS,carrolljennifer,15819
fernando44,GOES_TO,1280,15820
marybeard,GETS,507e#marybeard,15821
949,GIVES,949e#sean64,15822
stephaniesmith,GOES_TO,1058,15823
oobrien,GETS,2527e#oobrien,15824
2597,GIVES,2597e#nicholas48,15825
erin05,GOES_TO,882,15826
vlawrence,FOLLOWS,amy29,15827
1090,GIVES,1090e#grantalexandra,15828
jaredgrant,FOLLOWS,donnamills,15829
2285,GIVES,2285e#amanda70,15830
alvareznoah,GETS,753e#alvareznoah,15831
mcochran,FOLLOWS,marvin44,15832
wanderson,FOLLOWS,scottjenny,15833
samantha32,FOLLOWS,william70,15834
matthew57,GOES_TO,86,15835
harrismatthew,FOLLOWS,laurensanders,15836
915,GIVES,915e#ann24,15837
uzimmerman,GOES_TO,317,15838
bailey51,FOLLOWS,elizabethskinner,15839
ygordon,GOES_TO,984,15840
xgarcia,PRESENTS,702,15841
1580,GIVES,1580e#francodawn,15842
steven94,GETS,2355e#steven94,15843
1031q1,ASKED_IN,1031,15844
amy56,GETS,2303e#amy56,15845
john79,GOES_TO,1945,15846
oconway,GETS,2566e#oconway,15847
kenneth36,GOES_TO,153,15848
shawn72,GETS,1252e#shawn72,15849
navarropeter,FOLLOWS,georgejason,15850
kennethmejia,GETS,2779e#kennethmejia,15851
1742,GIVES,1742e#luiscarter,15852
barbara68,FOLLOWS,melissajackson,15853
shannon79,GOES_TO,1113,15854
1182,GIVES,1182e#tony01,15855
lspencer,GOES_TO,976,15856
christinalucero,GETS,884e#christinalucero,15857
tiffany55,GOES_TO,1840,15858
2026,GIVES,2026e#fdavidson,15859
1899,GIVES,1899e#ayalajames,15860
671,GIVES,671e#ghoward,15861
hcooke,GETS,1922e#hcooke,15862
torresrachel,FOLLOWS,qmoore,15863
joshuabrown,GOES_TO,1441,15864
xrangel,GOES_TO,1506,15865
debbie78,GETS,1649e#debbie78,15866
2616,GIVES,2616e#kimberly02,15867
kara69,GETS,741e#kara69,15868
freemanheidi,GETS,1750e#freemanheidi,15869
ljones,GETS,288e#ljones,15870
dmay,GETS,899e#dmay,15871
603,GIVES,603e#jeremyanderson,15872
andrewgrant,GETS,2396e#andrewgrant,15873
1209,GIVES,1209e#zhangjennifer,15874
bakerkathleen,FOLLOWS,zunigamatthew,15875
amiller,GOES_TO,1479,15876
2610,GIVES,2610e#kelleyrobert,15877
1491,GIVES,1491e#davidgalvan,15878
1679,GIVES,1679e#stephaniegarcia,15879
2708,GIVES,2708e#johnsonrandy,15880
2571,GIVES,2571e#derrick18,15881
jessica79,GETS,1936e#jessica79,15882
brownzachary,HOSTS,1462,15883
ericmatthews,FOLLOWS,todd01,15884
wardregina,GOES_TO,1306,15885
ladkins,PRESENTS,146,15886
mikayla35,FOLLOWS,sawyerdonald,15887
gmendez,GOES_TO,817,15888
justinsmith,GOES_TO,2987,15889
davislori,GOES_TO,1361,15890
travis53,GETS,2914e#travis53,15891
noah77,GOES_TO,2047,15892
amy56,GOES_TO,2303,15893
schwartzlinda,GOES_TO,141,15894
2771,GIVES,2771e#stephen52,15895
banksjessica,PRESENTS,1586,15896
emilywarner,GETS,2533e#emilywarner,15897
521,GIVES,521e#kennedymarie,15898
xbrewer,FOLLOWS,ochristian,15899
bryan17,GETS,1175e#bryan17,15900
975,GIVES,975e#charlesevans,15901
lsanchez,HOSTS,2588,15902
deborahbrooks,GOES_TO,2573,15903
794,GIVES,794e#felicia77,15904
phelpsdennis,FOLLOWS,xcontreras,15905
1011,GIVES,1011e#johnschmidt,15906
trichardson,GETS,1776e#trichardson,15907
zthompson,GOES_TO,2510,15908
david10,GOES_TO,169,15909
qgordon,GOES_TO,200,15910
2159,GIVES,2159e#kara69,15911
1090,GIVES,1090e#christianhansen,15912
alishapatton,GOES_TO,683,15913
brittanysilva,GETS,2169e#brittanysilva,15914
1110,GIVES,1110e#paul57,15915
197,GIVES,197e#dryan,15916
nsutton,GETS,1910e#nsutton,15917
2979,GIVES,2979e#cbecker,15918
nlopez,GETS,219e#nlopez,15919
328,GIVES,328e#georgeatkinson,15920
toni02,GOES_TO,2152,15921
palmervanessa,GETS,177e#palmervanessa,15922
miguel05,GOES_TO,1156,15923
joseph34,GETS,1951e#joseph34,15924
nathanscott,FOLLOWS,vperry,15925
2632,GIVES,2632e#tramos,15926
261,GIVES,261e#qsellers,15927
mendezsheila,GOES_TO,1476,15928
jesse96,GETS,949e#jesse96,15929
bretthobbs,GOES_TO,1283,15930
fmyers,FOLLOWS,frenchtimothy,15931
morrisrichard,GETS,2511e#morrisrichard,15932
jeffrey88,GOES_TO,24,15933
kayla15,FOLLOWS,vmartin,15934
lisean,GETS,1598e#lisean,15935
1585,GIVES,1585e#santiagochristopher,15936
2937,GIVES,2937e#annetteallen,15937
2749,GIVES,2749e#susan55,15938
victoriacox,GOES_TO,160,15939
2924,GIVES,2924e#steven56,15940
2966,GIVES,2966e#amysilva,15941
steelechristian,GETS,2537e#steelechristian,15942
2691,GIVES,2691e#christopherdominguez,15943
799,GIVES,799e#omorales,15944
586,GIVES,586e#katrina55,15945
688,GIVES,688e#wmartinez,15946
2360,GIVES,2360e#boonejacob,15947
1375,GIVES,1375e#hthompson,15948
joseph67,GOES_TO,534,15949
sandra96,GETS,2838e#sandra96,15950
782,GIVES,782e#ngreer,15951
leedavid,FOLLOWS,jamesnewton,15952
michaelreyes,GETS,1162e#michaelreyes,15953
ruizbrent,GOES_TO,2676,15954
tabithawarren,GETS,2380e#tabithawarren,15955
2461,GIVES,2461e#xrodriguez,15956
williamskristy,FOLLOWS,zunigamatthew,15957
ronnie41,FOLLOWS,brendan44,15958
1015,GIVES,1015e#borozco,15959
daniel02,GOES_TO,943,15960
1447,GIVES,1447e#quinnmary,15961
2734,GIVES,2734e#jimmy34,15962
brittanypowers,GETS,2085e#brittanypowers,15963
smithwalter,GOES_TO,2633,15964
jeremybrooks,GETS,2770e#jeremybrooks,15965
fieldsblake,GETS,1484e#fieldsblake,15966
2829,IN_TYPE,Debate,15967
ashley46,GOES_TO,2881,15968
uthomas,PRESENTS,1549,15969
steven99,GOES_TO,2009,15970
gperez,FOLLOWS,doylegeorge,15971
1778,GIVES,1778e#joshuabutler,15972
415,GIVES,415e#eric63,15973
william59,GOES_TO,1790,15974
860,GIVES,860e#kjames,15975
630,GIVES,630e#cunninghamlouis,15976
ryanperry,GOES_TO,1285,15977
ksanders,GETS,2497e#ksanders,15978
layers,GOES_TO,2276,15979
1249,GIVES,1249e#allen91,15980
492,GIVES,492e#yturner,15981
colemanjohn,GETS,1387e#colemanjohn,15982
staylor,GOES_TO,2925,15983
graykimberly,PRESENTS,23,15984
hamiltonkristin,FOLLOWS,grahamkimberly,15985
kwalsh,GETS,13e#kwalsh,15986
garciawesley,GOES_TO,1899,15987
moorejames,GOES_TO,2854,15988
banksamber,FOLLOWS,stevenjones,15989
744,GIVES,744e#sherri41,15990
amills,GETS,614e#amills,15991
1271,IN_TYPE,Talk,15992
joseduffy,GOES_TO,1504,15993
yjimenez,GETS,2029e#yjimenez,15994
jessicasmith,GETS,2147e#jessicasmith,15995
2468,GIVES,2468e#joanne73,15996
1042,GIVES,1042e#rebeccafaulkner,15997
2856,GIVES,2856e#richardsonronald,15998
2122,GIVES,2122e#rmccoy,15999
2059,GIVES,2059e#kennethwright,16000
2663,GIVES,2663e#acostaleslie,16001
acowan,PRESENTS,1684,16002
navarrotimothy,GETS,848e#navarrotimothy,16003
790,GIVES,790e#cody99,16004
amandajimenez,GETS,2495e#amandajimenez,16005
desireemartin,FOLLOWS,erica54,16006
958,GIVES,958e#kristin86,16007
collinstimothy,GOES_TO,601,16008
pattersonjustin,GETS,116e#pattersonjustin,16009
cfloyd,GOES_TO,2185,16010
emilyknapp,GOES_TO,1329,16011
2604,GIVES,2604e#cbaldwin,16012
gina05,FOLLOWS,kingdiana,16013
kevinfloyd,GOES_TO,1771,16014
victor92,GETS,2534e#victor92,16015
wilsondavid,PRESENTS,2955,16016
valeriebennett,GOES_TO,2822,16017
crystalhopkins,FOLLOWS,mendozaashley,16018
jlewis,GOES_TO,2362,16019
1320,GIVES,1320e#gregorylaura,16020
287,GIVES,287e#lisa79,16021
734,GIVES,734e#nelsondawn,16022
zdean,PRESENTS,1132,16023
702,GIVES,702e#carpenterstephanie,16024
carriemathews,HOSTS,308,16025
dbrown,FOLLOWS,michelle18,16026
1168,GIVES,1168e#ukim,16027
2227,GIVES,2227e#johnsonisabella,16028
1619,IN_TYPE,Talk,16029
brandon12,GETS,990e#brandon12,16030
678,GIVES,678e#figueroacheryl,16031
2759,IN_TYPE,Talk,16032
morseanthony,GOES_TO,383,16033
kmartinez,FOLLOWS,lhicks,16034
benjamin95,PRESENTS,1347,16035
dianemitchell,GOES_TO,159,16036
edwardwarren,FOLLOWS,douglasjeremiah,16037
oconway,FOLLOWS,angelanguyen,16038
2333,GIVES,2333e#gailjones,16039
cmartin,GOES_TO,1496,16040
warnerkaren,GOES_TO,632,16041
garciascott,GETS,1046e#garciascott,16042
2344,GIVES,2344e#whitegloria,16043
daviskimberly,GOES_TO,2823,16044
2204,GIVES,2204e#kevin62,16045
1918,GIVES,1918e#antonio05,16046
stevenssharon,GOES_TO,329,16047
amymitchell,GETS,2344e#amymitchell,16048
2895,GIVES,2895e#khenry,16049
fowlerwilliam,GOES_TO,2090,16050
1247q2,ASKED_IN,1247,16051
ellismichael,GOES_TO,559,16052
wongchristopher,GOES_TO,852,16053
andrea37,GETS,1798e#andrea37,16054
michael91,FOLLOWS,frankmontgomery,16055
bensonnicholas,GOES_TO,1699,16056
nicolesmith,GOES_TO,1056,16057
paul20,GETS,2543e#paul20,16058
williamforbes,GETS,1539e#williamforbes,16059
devin73,GOES_TO,1690,16060
stewarthannah,PRESENTS,850,16061
696,GIVES,696e#kristin04,16062
edavis,FOLLOWS,kellypalmer,16063
501q3,ASKED_IN,501,16064
1025,GIVES,1025e#svillegas,16065
2562,GIVES,2562e#bellellen,16066
386,GIVES,386e#rodriguezjoshua,16067
jstevens,GETS,109e#jstevens,16068
1265,GIVES,1265e#daniel98,16069
kendra01,GETS,1562e#kendra01,16070
yolanda49,GETS,413e#yolanda49,16071
hayley39,FOLLOWS,connortorres,16072
1852,GIVES,1852e#castrotina,16073
698q4,ASKED_IN,698,16074
fostersamantha,FOLLOWS,jamesgonzales,16075
ejohnson,GOES_TO,2672,16076
2124,GIVES,2124e#aferguson,16077
mclements,PRESENTS,8,16078
1735,GIVES,1735e#armstrongjanice,16079
2961,GIVES,2961e#garrisonsara,16080
danielleyork,FOLLOWS,victoriapatel,16081
belljacob,GETS,1169e#belljacob,16082
samanthastephens,GETS,881e#samanthastephens,16083
1263,GIVES,1263e#makayla20,16084
lawrence95,GETS,1646e#lawrence95,16085
jacquelinefernandez,GOES_TO,695,16086
chadjohnson,GOES_TO,144,16087
utorres,GETS,81e#utorres,16088
kingmelanie,GOES_TO,1497,16089
77,GIVES,77e#raymond15,16090
jasonramos,GETS,526e#jasonramos,16091
2149,GIVES,2149e#froberts,16092
scott63,GETS,2570e#scott63,16093
debrafranklin,FOLLOWS,gpatel,16094
219,GIVES,219e#hellis,16095
anthonyanderson,GETS,2103e#anthonyanderson,16096
hwong,GETS,110e#hwong,16097
travis47,GOES_TO,2654,16098
karen85,PRESENTS,967,16099
1064,IN_TYPE,Masterclass,16100
bradleydecker,PRESENTS,1839,16101
800,GIVES,800e#julienunez,16102
jaredho,GETS,1640e#jaredho,16103
wilsonlaura,FOLLOWS,brent35,16104
xsimpson,GOES_TO,122,16105
barkeremily,GOES_TO,1738,16106
oguerra,GOES_TO,2959,16107
110,GIVES,110e#patriciablackwell,16108
larryjones,GETS,746e#larryjones,16109
jessicaruiz,GOES_TO,803,16110
gallowayheather,GETS,2307e#gallowayheather,16111
tylerjackson,GETS,2717e#tylerjackson,16112
carpenterashley,GOES_TO,537,16113
jeremy99,GOES_TO,2605,16114
1521,GIVES,1521e#wrightmichael,16115
2225,GIVES,2225e#brian41,16116
khenry,FOLLOWS,simpsonjames,16117
emily66,GOES_TO,1057,16118
1890,GIVES,1890e#barbarasmith,16119
