event_id,name,description_about,topics_covered,materials_to_bring,start,end,building_and_room,company,speakers_instructors
709,Event 709,From across color foreign mother. Keep however rise this. Development foreign education central true food sister.,"['Psychiatry', 'Neuroscience', 'Dentistry', 'Exoskeletons']","['laugh', 'economy', 'begin']",2024/10/14T05:30,2024/10/14T06:30,"0742 Cunningham Dale Apt. 037
Port Scottfort, WA 32455","Tran, Gomez and Lewis","['melissa13', 'ymathis']"
710,Event 710,Action necessary professor check throw. Home large sure question. Purpose may else back maintain heavy foot executive.,"['Dentistry', 'Nuclear medicine']","['benefit', 'bar', 'at']",2024/10/09T12:00,2024/10/09T14:00,"599 Macias Village Suite 369
Lake Jacqueline, GU 01393",Powers-Bean,"['hardingpaul', 'allenjohn']"
711,Event 711,Plan manage stop step community foreign camera. Teacher real dark perhaps bad lay method. Prove soon development.,"['Ethics', 'Integrative medicine']","['subject', 'take', 'fight']",2024/10/10T03:30,2024/10/10T04:30,"63349 Jones Points
South Jordanview, NH 37690",Ferguson-Anderson,"['mendezcharles', 'jennifer45', 'jeffrey04', 'aprilbates']"
712,Event 712,Form sometimes deep toward station indicate industry. Evidence left reach brother bar myself.,['Biosignals'],"['somebody', 'everything', 'let']",2024/10/12T23:30,2024/10/13T00:30,"03406 Gomez Wells
South Douglasborough, LA 85930",Tucker-Barrett,['jennifermoore']
713,Event 713,"Food offer assume. Protect interesting according list power.
Control single rich recognize human past. Movie represent manage sit international seek next couple. Risk letter tell.","['Hardware & robotics', 'Artificial reality', 'Nuclear medicine']","['within', 'environment', 'fast']",2024/10/13T05:30,2024/10/13T06:30,"071 Curtis Crescent Apt. 191
South Ianton, GA 53397","Hernandez, Douglas and Roberts","['michaelcrawford', 'joneschristopher']"
714,Event 714,"Process debate deal treat recently outside. Lot rate both me one already already.
Also audience white. Three do those break write discuss employee.","['3D Printing', 'Psychiatry', 'Bionic systems']","['focus', 'mother', 'into']",2024/10/11T07:30,2024/10/11T09:30,"30121 Austin Lock Apt. 844
Port Cynthia, MA 50595",Hubbard-Farley,"['ualvarado', 'walkerjasmine', 'hernandezsydney']"
715,Event 715,"History TV door start. Cup phone drug best since.
Bag national its imagine size free. Treat feel really sister tonight street.","['Telecommunications', 'Dentistry', 'Data science', 'Epidemics']","['our', 'member', 'ask']",2024/10/11T06:30,2024/10/11T07:30,"27158 Brian Station
Simmonsside, NV 08077","Horton, Vasquez and Olson",['orichardson']
716,Event 716,House would interview television. Up defense subject stay toward glass kind. From theory thousand since own oil reduce.,"['Artificial Intelligence', '3D Printing', 'Surgery', 'Bionic systems']","['gas', 'keep', 'order']",2024/10/09T20:30,2024/10/09T21:30,"65821 Tammy Ways
South Ann, PR 21673",Brown Ltd,"['steven99', 'daniel14', 'nicholasgarcia', 'vtownsend']"
717,Event 717,"Subject run almost. Walk at station material life kind.
Smile one one realize rule those. Over here avoid success. Because great but trip improve economy.","['Epidemics', 'Scientific writing']","['group', 'crime', 'city']",2024/10/13T02:30,2024/10/13T03:30,"255 Matthew Rest Suite 524
Mitchellberg, WV 88178","Gonzalez, Khan and Barnes","['campbelljessica', 'tpoole', 'jamessmith', 'spencer54']"
718,Event 718,"World interesting cup speech capital. Say central everybody assume own not foreign process. Trial approach son choose. Last team radio music back here expect.
Market growth ten.","['Integrative medicine', '3D Modelling', 'Virtual reality', 'Ethics']","['standard', 'condition', 'two']",2024/10/12T03:30,2024/10/12T04:30,"64747 Jones Underpass
Ericview, NM 34389","Campbell, Long and Jones","['megan30', 'bradley65', 'sellershailey', 'campbelllisa', 'kathryn52']"
719,Event 719,Side for manage scientist defense Mrs. Lead partner owner skin five blood. Walk mission kid generation about since call. First position room onto.,['Dentistry'],"['mean', 'now', 'all']",2024/10/10T13:30,2024/10/10T15:30,"3543 Cabrera Port Apt. 085
New Maryville, MA 04900",Moyer-Krause,"['bwhite', 'smiller', 'josephpearson', 'vwarner']"
720,Event 720,"Suggest likely state close look wrong popular. Reveal sign arrive. Hit resource form rule voice itself toward.
Difficult continue before if. Boy theory he. Wish guy star.","['Ethics', 'Bionic systems', 'Surgery', 'Artificial Intelligence']","['stock', 'my', 'strong']",2024/10/10T13:00,2024/10/10T15:00,"59572 Brenda Pike Suite 008
South Austinville, VI 78659","Bartlett, Carroll and Harper","['angel18', 'jonathan87', 'mindy00', 'ydaniels']"
721,Event 721,"Believe his still short. Gas about important.
Sometimes no he behind task real between. Kitchen floor cold knowledge.","['Surgery', 'Telecommunications', 'Bionic systems', 'Cell & Tissue Engineering', 'Artificial reality']","['popular', 'born', 'once']",2024/10/11T18:00,2024/10/11T20:00,"456 Garcia Port Suite 672
Timothyborough, MN 81180",Bennett-Johnson,"['montgomerydale', 'peckdaisy', 'robinsonrobert', 'dyerhaley']"
722,Event 722,"Ready area read choice yeah. Mother service common reduce conference culture. Interview front produce.
Republican never mission. Community our recently avoid measure save. Adult degree accept often.","['Nuclear medicine', 'Biomaterials', 'Epidemics']","['white', 'main', 'physical']",2024/10/11T18:30,2024/10/11T20:30,"673 Booker Streets
Brendafurt, MP 53917","Munoz, Quinn and Jordan","['johnsondavid', 'rrichardson']"
723,Event 723,"Congress scientist on get. Body space property baby animal.
Network allow anything. Fire skin car everything return physical. Media allow cut spend.",['Biosignals'],"['grow', 'past', 'campaign']",2024/10/11T02:00,2024/10/11T03:00,"227 Clark Causeway Suite 336
East Tamarafort, MS 44407","Cole, Perez and Mejia","['jill98', 'ebrown']"
724,Event 724,"Throughout party exactly evidence leg another. Fear population war majority.
Top watch kid participant available something allow. Prevent figure policy pattern value parent history.","['Machine Learning', 'Hardware & robotics', 'Biomedical imaging', 'Biosignals', '3D Modelling']","['family', 'through', 'science']",2024/10/12T13:30,2024/10/12T15:30,"9007 Jessica Walks Suite 617
South James, TN 03631","Bush, Richmond and Little",['dturner']
725,Event 725,"This kid over job plan. Enter to say participant could now threat measure. Federal head right fine number watch.
Month these about join. Act particular fund thing people white knowledge.","['Cell & Tissue Engineering', 'Artificial Intelligence', 'Dentistry', 'Biomaterials', 'Machine Learning']","['range', 'camera', 'find']",2024/10/14T01:30,2024/10/14T02:30,"3139 Joshua Landing Suite 579
East Anthony, ND 66293",West PLC,['lewiscorey']
726,Event 726,This teach today kid buy present risk. To study hard give news doctor. Guess wait happy actually leave discover evidence happen.,"['Data science', 'Biomaterials']","['lose', 'win', 'special']",2024/10/12T21:00,2024/10/12T22:00,"6345 Garrett Ridge Apt. 425
Thompsonside, OR 76101",Mora-Owens,['vincentcooper']
727,Event 727,"Authority forward hand letter base land already. Us accept computer public.
Environmental ground former suggest create never already whatever.","['Artificial Intelligence', 'Biomedical imaging']","['study', 'action', 'help']",2024/10/09T15:00,2024/10/09T16:00,"1447 Stephanie Trace
Dennisborough, AR 40392",Brennan Group,"['walkereric', 'wrichards', 'david82', 'rsims', 'terickson']"
728,Event 728,"Contain live benefit member mission. Eight edge sort two. Simple happy since cost hair.
Degree soon activity history edge than reflect.","['Aerospace medicine', 'Biomaterials']","['else', 'wide', 'popular']",2024/10/11T00:30,2024/10/11T01:30,"525 Guzman Lock
South Victor, OK 37232",Sawyer PLC,"['uhughes', 'plong', 'melissabraun', 'alexander34']"
729,Event 729,"Break finish performance strategy. Enter central lose smile rather avoid.
Security them small generation. Play of opportunity our once perform.","['Ethics', 'Psychiatry']","['sport', 'training', 'leave']",2024/10/13T08:30,2024/10/13T09:30,"167 Douglas Crest Apt. 426
Hinesstad, NE 60865","Cline, Franco and Young",['matthew34']
730,Event 730,"About pressure where behavior. Religious could forget occur cup bed life. Wall class eye attorney long.
Crime family something before different job.","['Cell & Tissue Engineering', 'Bionic systems', 'Data science']","['best', 'old', 'realize']",2024/10/10T21:30,2024/10/10T23:30,"PSC 3129, Box 3854
APO AP 25616",Shields LLC,"['fwood', 'jeremiahjones', 'reyesalyssa', 'psosa']"
731,Event 731,Recently spring enter tax subject. Skill recognize look including thank trouble. Relate effort rule.,"['Biomedical imaging', 'Cleantech', 'Biosignals', 'Machine Learning']","['where', 'answer', 'police']",2024/10/10T20:30,2024/10/10T22:30,"427 Teresa Center Suite 518
Josephmouth, MO 73728","Rodgers, Peterson and Frey","['sanderskyle', 'norrisjames', 'kmoody', 'larajustin']"
732,Event 732,"That themselves sell successful hard someone least. Describe arrive end simply. Since wind until laugh American even.
Law consumer other mission soldier. Game art walk future network.","['Biosignals', '3D Printing', 'Aerospace medicine', 'Bionic systems']","['inside', 'different', 'tonight']",2024/10/10T19:30,2024/10/10T20:30,"35894 Salas Spur
Kaitlynton, SC 80604",Sexton Inc,"['wilsonrichard', 'hamiltonjesus']"
733,Event 733,"Remember notice behind admit stay around seek have.
Star ok town mind space least.
Four industry growth quite surface off with smile.","['Dentistry', 'Artificial reality', 'Psychiatry', 'Data science', 'Ethics']","['too', 'single', 'style']",2024/10/10T11:30,2024/10/10T12:30,"52356 Steven Run
Wellsshire, OR 80050","Booth, Rush and Baker","['michaelbest', 'nbrown', 'gjohnson', 'xsimpson']"
734,Event 734,"In establish control leader front.
There short reach hope environmental son. Find base attorney drop country however. Dark at authority mother among require light.",['Bionic systems'],"['man', 'government', 'manager']",2024/10/13T04:00,2024/10/13T06:00,"05853 Freeman Creek
Nancyborough, MH 66280",Palmer-Nelson,"['yolanda18', 'heather80', 'forr']"
735,Event 735,Hard shake both. Television tree particular myself choose blood old. Marriage action anyone investment technology.,"['Artificial reality', '3D Printing']","['drug', 'southern', 'professor']",2024/10/10T09:00,2024/10/10T10:00,"9727 Sheila Groves
Lake Diana, TX 49763",Miller Group,"['njohnson', 'ruizdavid', 'adamsbarbara']"
736,Event 736,Visit around key art. Resource affect through hand. Scientist two face national way forget identify.,['Ethics'],"['doctor', 'feeling', 'run']",2024/10/11T05:00,2024/10/11T07:00,"30993 Lisa Turnpike Suite 211
Sandersmouth, CO 43483",Tucker-Lara,"['rsims', 'rebekahatkins', 'tpatel', 'oacosta', 'schaeferheather']"
737,Event 737,"Yet money least bank out into. Quickly say weight say.
At act every bill here impact ahead. Worry week specific.","['Artificial Intelligence', 'Ethics', 'Surgery', 'Virtual reality', 'Cleantech']","['nature', 'avoid', 'ability']",2024/10/13T00:00,2024/10/13T02:00,"412 Jesse Islands
Lake Gary, ID 45476",Gonzales LLC,['abigailperez']
738,Event 738,"Skin stage peace kind table. Class what form stock science wonder dog.
Wall suddenly address prepare. Company want too research gas modern.","['Genetics', 'Psychiatry', 'Ethics', 'Biomedical imaging', 'Surgery']","['subject', 'treatment', 'sign']",2024/10/11T19:00,2024/10/11T21:00,"142 Smith Drive
East Dillontown, UT 97050","King, Baker and Villa","['sarahchen', 'wwilliams']"
739,Event 739,"Left tonight industry customer Mr. Identify also fact material statement team interesting.
Political church every decision staff. Every news college raise lot law. Unit significant garden sound.","['Data modelling', 'Epidemics', 'Exoskeletons']","['put', 'less', 'stock']",2024/10/11T01:00,2024/10/11T03:00,"6090 Lawrence Freeway
West Joshua, MI 59793",Frey and Sons,"['campbelljessica', 'shelby42', 'vwarner', 'odoyle']"
740,Event 740,"Thank poor stage by.
Much position table middle method more hair. These effect sometimes official. New send tell painting.","['Dentistry', 'Nuclear medicine', 'Hardware & robotics', 'Integrative medicine']","['skill', 'get', 'environment']",2024/10/12T17:00,2024/10/12T19:00,"PSC 4430, Box 7486
APO AE 97407","Alexander, Beck and Perez",['jsteele']
741,Event 741,Wonder finally money physical speak cut. Large it same hundred goal system. Else site either finish strategy design stock prevent.,"['Bionic systems', 'Ethics', 'Dentistry']","['past', 'low', 'movement']",2024/10/12T08:30,2024/10/12T09:30,"8791 Adrian Summit
Craigport, PR 26738","Lawson, Ellis and Matthews",['yjackson']
742,Event 742,Nice impact message third. Owner state social same establish cold represent. Like little conference up provide reflect.,"['Ethics', 'Exoskeletons', 'Data science', 'Integrative medicine']","['college', 'common', 'pay']",2024/10/12T09:30,2024/10/12T10:30,"05052 Martinez Circles
North Kyleberg, VI 28915","Stanley, Combs and Johnson",['michaelwright']
743,Event 743,"Sport brother choice thank dark act detail. Product minute age.
Region most bad generation. True face your.",['Cleantech'],"['fire', 'various', 'party']",2024/10/10T17:30,2024/10/10T19:30,"87610 Best Course
Melaniestad, WA 62220",Anderson-Keller,"['upeterson', 'susan21', 'kellerwilliam']"
744,Event 744,This themselves lay key. Church down tree usually customer item. Remember dog star history protect.,"['Aerospace medicine', 'Neuroscience', 'Nuclear medicine']","['example', 'wait', 'especially']",2024/10/09T15:30,2024/10/09T17:30,"0997 Jesus Causeway Apt. 859
Davidshire, NC 88898",Craig-Mills,"['brennantammy', 'howardluke', 'patelamanda', 'michael93', 'leonardchristopher']"
745,Event 745,"Move upon position. Perhaps vote draw. Dark quality surface law.
Hit note machine. To talk less. Three maybe per staff full season recognize.","['Surgery', 'Biosignals']","['dream', 'majority', 'a']",2024/10/12T15:30,2024/10/12T17:30,"51743 Ford Via
Dianeville, MT 58933",Watts-Simpson,"['angelasoto', 'royfarley', 'brivera', 'hendersongerald', 'xgrant']"
746,Event 746,"Game media response. Weight society watch family task. Law to catch left.
More however why of believe. Final reveal operation well realize collection sea. Similar bank want born beat.","['Artificial reality', 'Integrative medicine', 'Cell & Tissue Engineering']","['maybe', 'senior', 'church']",2024/10/11T20:00,2024/10/11T22:00,"1240 Roberts Fork
New Jameschester, KY 67399","Cardenas, Mercer and Johnson","['dakotaboyer', 'rlee']"
